brandid,query,date,params,querytype
266517,Who is the audience of Oakley,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Oakley"",""returnType"":1}",audience
266518,Oakley Inc,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Oakley Inc"",""returnType"":1}",basic
266518,What is Oakley Inc,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Oakley Inc"",""returnType"":1}",verboseaccurate
266518,Who is the audience of Oakley Inc,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Oakley Inc"",""returnType"":1}",audience
266654,PandaDoc Inc.,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""PandaDoc Inc."",""returnType"":1}",basic
266654,What is PandaDoc Inc.,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is PandaDoc Inc."",""returnType"":1}",verboseaccurate
266654,Who is the audience of PandaDoc Inc.,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of PandaDoc Inc."",""returnType"":1}",audience
266655,PandaDoc,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""PandaDoc"",""returnType"":1}",basic
266655,What is PandaDoc,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is PandaDoc"",""returnType"":1}",verboseaccurate
266655,Who is the audience of PandaDoc,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of PandaDoc"",""returnType"":1}",audience
267019,Antti Hyppänen,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Antti Hypp\u00e4nen"",""returnType"":1}",basic
267019,Who is Antti Hyppänen,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Antti Hypp\u00e4nen"",""returnType"":1}",verboseaccurate
267019,What are Antti Hyppänen professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Antti Hypp\u00e4nen professions"",""returnType"":1}",professions
267019,Who is the audience of Antti Hyppänen,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Antti Hypp\u00e4nen"",""returnType"":1}",audience
266319,Waste Management (WM),8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Waste Management (WM)"",""returnType"":1}",basic
266319,What is Waste Management (WM),8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Waste Management (WM)"",""returnType"":1}",verboseaccurate
266319,Who is the audience of Waste Management (WM),8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Waste Management (WM)"",""returnType"":1}",audience
267081,Metropolis,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Metropolis"",""returnType"":1}",basic
267081,Metropolis Technology Company,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Metropolis Technology Company"",""returnType"":1}",qualifier
267081,What is Metropolis,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Metropolis"",""returnType"":1}",verboseaccurate
267081,What is Metropolis Technology Company,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Metropolis Technology Company"",""returnType"":1}",qualifier
267081,Who is the audience of Metropolis,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Metropolis"",""returnType"":1}",audience
267082,Metropolis Parking,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Metropolis Parking"",""returnType"":1}",basic
267082,Metropolis Parking Technology Company,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Metropolis Parking Technology Company"",""returnType"":1}",qualifier
267082,What is Metropolis Parking,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Metropolis Parking"",""returnType"":1}",verboseaccurate
267082,What is Metropolis Parking Technology Company,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Metropolis Parking Technology Company"",""returnType"":1}",qualifier
267082,Who is the audience of Metropolis Parking,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Metropolis Parking"",""returnType"":1}",audience
267083,Metropolis Technologies,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Metropolis Technologies"",""returnType"":1}",basic
267083,Metropolis Technologies Technology Company,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Metropolis Technologies Technology Company"",""returnType"":1}",qualifier
267083,What is Metropolis Technologies,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Metropolis Technologies"",""returnType"":1}",verboseaccurate
267083,What is Metropolis Technologies Technology Company,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Metropolis Technologies Technology Company"",""returnType"":1}",qualifier
267083,Who is the audience of Metropolis Technologies,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Metropolis Technologies"",""returnType"":1}",audience
267086,SP Plus,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""SP Plus"",""returnType"":1}",basic
267086,SP Plus Parking Company,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""SP Plus Parking Company"",""returnType"":1}",qualifier
267086,What is SP Plus,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is SP Plus"",""returnType"":1}",verboseaccurate
267086,What is SP Plus Parking Company,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is SP Plus Parking Company"",""returnType"":1}",qualifier
267086,Who is the audience of SP Plus,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of SP Plus"",""returnType"":1}",audience
267091,Danny Goodwin,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Danny Goodwin"",""returnType"":1}",basic
267091,Danny Goodwin Search,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Danny Goodwin Search"",""returnType"":1}",qualifier
267091,Who is Danny Goodwin,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Danny Goodwin"",""returnType"":1}",verboseaccurate
267091,What are Danny Goodwin professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Danny Goodwin professions"",""returnType"":1}",professions
267091,Who is Danny Goodwin Search,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Danny Goodwin Search"",""returnType"":1}",verboseaccurate
267091,Who is the audience of Danny Goodwin,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Danny Goodwin"",""returnType"":1}",audience
267092,Stephen Sullivan,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Stephen Sullivan"",""returnType"":1}",basic
267092,Who is Stephen Sullivan,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Stephen Sullivan"",""returnType"":1}",verboseaccurate
267092,What are Stephen Sullivan professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Stephen Sullivan professions"",""returnType"":1}",professions
267092,Who is the audience of Stephen Sullivan,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Stephen Sullivan"",""returnType"":1}",audience
267093,Covers,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Covers"",""returnType"":1}",basic
267093,Covers Betting,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Covers Betting"",""returnType"":1}",qualifier
267093,What is Covers,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Covers"",""returnType"":1}",verboseaccurate
267093,What is Covers Betting,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Covers Betting"",""returnType"":1}",qualifier
267093,Who is the audience of Covers,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Covers"",""returnType"":1}",audience
267094,Thrifty,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Thrifty"",""returnType"":1}",basic
267094,Thrifty Ice Cream,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Thrifty Ice Cream"",""returnType"":1}",qualifier
267094,What is Thrifty,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Thrifty"",""returnType"":1}",verboseaccurate
267094,What is Thrifty Ice Cream,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Thrifty Ice Cream"",""returnType"":1}",qualifier
267094,Who is the audience of Thrifty,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Thrifty"",""returnType"":1}",audience
267095,Jeanniey Walden,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Jeanniey Walden"",""returnType"":1}",basic
267095,Who is Jeanniey Walden,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Jeanniey Walden"",""returnType"":1}",verboseaccurate
267095,What are Jeanniey Walden professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Jeanniey Walden professions"",""returnType"":1}",professions
267095,Who is the audience of Jeanniey Walden,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Jeanniey Walden"",""returnType"":1}",audience
267096,Rite Aid,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Rite Aid"",""returnType"":1}",basic
267096,What is Rite Aid,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Rite Aid"",""returnType"":1}",verboseaccurate
267096,Who is the audience of Rite Aid,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Rite Aid"",""returnType"":1}",audience
267097,Thrifty Ice Cream,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Thrifty Ice Cream"",""returnType"":1}",basic
267097,What is Thrifty Ice Cream,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Thrifty Ice Cream"",""returnType"":1}",verboseaccurate
267097,Who is the audience of Thrifty Ice Cream,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Thrifty Ice Cream"",""returnType"":1}",audience
267098,Bonfire Training,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Bonfire Training"",""returnType"":1}",basic
267098,Bonfire Training Customer Service Training,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Bonfire Training Customer Service Training"",""returnType"":1}",qualifier
267098,What is Bonfire Training,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Bonfire Training"",""returnType"":1}",verboseaccurate
267098,What is Bonfire Training Customer Service Training,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Bonfire Training Customer Service Training"",""returnType"":1}",qualifier
267098,Who is the audience of Bonfire Training,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Bonfire Training"",""returnType"":1}",audience
267099,Jeanniey Walden,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Jeanniey Walden"",""returnType"":1}",basic
267099,Who is Jeanniey Walden,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Jeanniey Walden"",""returnType"":1}",verboseaccurate
267099,What are Jeanniey Walden professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Jeanniey Walden professions"",""returnType"":1}",professions
267099,Who is the audience of Jeanniey Walden,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Jeanniey Walden"",""returnType"":1}",audience
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
